n_words,unique_paragraph_id,paragraph
101,208,"Claim: it started at 3:16 a.m. pacific daylight time, when the moon began moving into earth. Context: (CNN)Sky watchers in western North America are in for a treat: a nearly five-minute total lunar eclipse this morning. Here's how it's unfolding: It started at 3:16 a.m. Pacific Daylight Time, when the moon began moving into Earth's shadow. For the next hour and 45 minutes, that shadow will move across the moon and engulf it at 4:58 a.m. Pacific Time. The total eclipse will only last four minutes and 43 seconds, and NASA says that makes it the shortest one of the century"
108,209,"Claim: - Richard III makes people talk again and again. Context: (CNN) -- Richard III is getting people talking all over again. DNA tests confirm that skeletal remains found buried in a parking lot belong to England's most famous king, British scientists announced on Monday. Some CNN commenters did a bit of a double take. don4060: ""From the picture, I thought it was Keith Richards."" John: ""Nah, looks too lively and fresh."" Jerry: ""HAAAAAAAAA!!!!!!! The Strolling Bones ..."" But Richard III's suspicious rise to power and ultimate downfall are literally the stuff of Shakespearean legend. The news sent readers scrambling back to their history books, or perhaps Wikipedia."
98,210,"Claim: We're still seeing a lot of damage, but fortunately, human impact is less than previously thought. Context: Officials had initially said three people were killed when the storm and possible tornadoes walloped Van Buren County on Friday. The number of injuries in the county was also less than previously reported, said Rene Preslar, a spokeswoman for the Arkansas Department of Emergency Management. There were 10 people injured in the county instead of the 25 previously reported, Preslar said. ""We are still looking at a number of damages, but fortunately the human impact is lower than previously thought."""
71,211,"Claim: producer jonathan shestack confirmed he is working on the yet-untitled project. Context: (CNN)All we want for Christmas is you, Mariah Carey! According to EW, New Line Cinema is planning a Mariah Carey Christmas movie. Producer Jonathan Shestack confirmed that he is working on the yet-untitled project with Carey's good friend director Brett Ratner co-producing. ""It's a little bit about how music can take you back in time,"" Shestack told EW"
109,212,"Claim: Bid rejected: Southampton have failed with a new £9.5million bid for Sporting Lisbon defender Marcos Rojo . Context: By Simon Jones Southampton have failed with a new £9.5million offer for Sporting Lisbon defender Marcos Rojo. Meanwhile, Newcastle are ready to revive interest in Celtic defender Virgil van Dijk who has also been watched by the Saints and Sunderland. Seemingly on the lookout for defenders, Sunderland have confirmed the signing of right-back Santiago Vergini on loan. Bid rejected: Southampton have failed with a new £9.5million bid for Sporting Lisbon defender Marcos Rojo Wanted man: Southampton target Virgil van Dijk of Celtic is also wanted by Premier League rivals Newcastle"
85,213,"Claim: the iranian-american will be tried soon on espionage, tehran's chief says. Context: (CNN)Jason Rezaian has sat in jail in Iran for nearly nine months. The Washington Post's bureau chief in Tehran was arrested in July on unspecified allegations. It took more than four months for a judge to hear charges against him. They remained publicly undisclosed until last week. The Iranian-American will be tried soon on espionage, Tehran's chief justice said. He is accused of economic spying, the Post reported, citing Iranian state media."
100,214,"Claim: hundreds of migrants on board may have capsized after being touched or swamped by a cargo ship that came to its aid. Context: Catania, Italy (CNN)The boat that sank in the Mediterranean over the weekend with hundreds of migrants on board may have capsized after being touched or swamped by a cargo ship that came to its aid, a U.N. official said. Carlotta Asami, a spokeswoman for the United Nations' refugee agency, made the comments to CNN early Tuesday after she and two of her colleagues had spoken to multiple survivors from the disaster who arrived in Catania, Italy."
100,215,"Claim: alfred taubman's first name was born january 31, 1924, in michigan to german jewish immigrants. Context: Taubman, a real estate developer who helped change the face of suburban life by popularizing upscale indoor shopping malls, died Friday at the age of 91. The announcement was made by his son, Robert Taubman, the chairman, president and chief executive officer of Taubman Centers Inc., the company his father founded 65 years ago. A. Alfred Taubman -- his first name was Adolph -- was born January 31, 1924, in Michigan to German Jewish immigrants who hit hard times during the Great Depression."
121,216,"Claim: All 20 ministers stepped down earlier in the day coincide with the start of the president's sixth in office. Context: (CNN) -- Bolivian President Evo Morales reinstated 17 of his 20 ministers and replaced three in a Cabinet shakeup Sunday, the state-run ABI news agency reported. All 20 ministers had stepped down earlier in the day to coincide with the start of the president's sixth year in office. Morales replaced his production, environment and energy ministers with Ana Teresa Morales, Julieta Monje Villa and Jose Luis Gutierrez respectively, ABI reported. The shakeup comes one month after the government ended fuel subsidies. As gas prices shot up, major protests erupted, forcing Morales to reinstate the subsidies at the end of December."
106,217,"Claim: virginia teen accused of being isis recruiter. Context: The girl over the past period has been using technology on social media platforms interacting with strange people and reading material that suggested she expressed an interest in joining a terrorist group called ISIS,"" he told broadcaster eNCA. Police and airport security located the girl on a Johannesburg-bound flight, and ""we got our agencies to secure all the important exit points in the country. We got her at Cape Town International Airport,"" Mahlobo said. Virginia teen accused of being ISIS recruiter It's not clear how the girl was recruited or how the airfare was arranged, he said."
71,218,"Claim: it was intercepted by a russian su-27 flanker. Context: (CNN)After a Russian fighter jet intercepted a U.S. reconnaissance plane in an ""unsafe and unprofessional manner"" earlier this week, the United States is complaining to Moscow about the incident. On Tuesday, a U.S. RC-135U was flying over the Baltic Sea when it was intercepted by a Russian SU-27 Flanker. The Pentagon said the incident occurred in international airspace north of Poland."
104,219,"Claim: ISIL is another acronym for ISIS. Context: The additional 1,500 troops are being sent to help train Iraqi army soldiers and militia fighters to battle ISIS on the ground after weeks of U.S. and allied airstrikes. ""The airstrikes have been very effective in degrading ISIL's capabilities and slowing the advance that they were making,"" Obama told the show. ""Now what we need is ground troops, Iraqi ground troops, that can start pushing them back."" ISIL is another acronym for ISIS. U.S. forces will not go into combat, Obama said, reiterating previous promises that there won't be a U.S. ground role in the fighting."
116,220,"Claim: katie gave birth to a not-so-little baby in dallas zoo. Context: (CNN)Anyone who has given birth -- or been an observer of the event -- knows how arduous it can be. But to do it live on the Internet? With two hooves sticking out for several minutes in the midst of labor? Luckily, Katie -- a giraffe at the Dallas Zoo -- is a champ. In an hour-long labor captured by 10 cameras and streamed live by Animal Planet, Katie gave birth to a not-so-little baby (about 6 feet tall) early Friday evening. There was no immediate word on the newborn's gender or condition. But there were good signs, as seen on the live stream."
81,221,"Claim: the attack in kenya killed 142 students, three university security personnel. Context: The posts provided heart-wrenching details on the victims, including one about an elderly man whose dreams died with his son. He had reportedly taken a loan to educate him at the university, where he was killed by Al-Shabaab terrorists. The attack in Kenya killed 142 students, three security officers and two university security personnel, and was the nation's deadliest since the bombing of the U.S. Embassy in 1998."
117,222,"Claim: sultan tried to implicate hernandez's co-defendants, ernest wallace and carlos ortiz. Context: The state's largely circumstantial case wrapped up after the testimony of more than 130 witnesses and the presentation of more than 400 pieces of evidence. On Monday, Hernandez's defense gave its side of the story in less than a day. In closing arguments the next day, Sultan sought to show that prosecutors failed to prove their contention that Hernandez orchestrated the killing without a reasonable doubt. Even if they found a strong likelihood that Hernandez was involved, the lawyer said, ""That's not enough."" Sultan tried to implicate Hernandez's co-defendants, Ernest Wallace and Carlos Ortiz, who have pleaded not guilty and will be tried separately."
114,223,Claim: Olsson played against in the Premier League and could now join them ahead of next season . Context: By Simon Jones West Bromwich Albion are keen on signing Norwich City left-back Martin Olsson. The talented left back has been linked to West Ham but new Albion boss Alan Irvine wants the 26-year-old to join him in the Midlands. Olsson is highly rated by West Brom and he could make a move after Norwich were relegated from the Premier League. Target: Olsson played against Albion in the Premier League and could now join them ahead of next season Keen: The full back is thought to be highly rated by new Albion manager Alan Irvine
105,224,"Claim: actress penelope cruz will appear in the sequel to the popular 2001 film. Context: (CNN)Looks like another really, really, ridiculously good-looking person is joining the cast of ""Zoolander 2."" Actress Penelope Cruz will appear in the upcoming sequel to the popular 2001 film, Ben Stiller announced Friday. Stiller, who plays the title role of male model Derek Zoolander, dropped the news by sharing a photo of ""Little Penny"" Cruz as a child and saying he was ""excited"" to welcome her to the cast. Stiller and Owen Wilson, who plays so-hot-right-now model ""Hansel"" made a surprise appearance at Paris Fashion Week to promote the film"
120,225,"Claim: The incident is related to Sunday's confrontation between three U.S. Navy warships and five Iranian boats, Navy officials said. Context: WASHINGTON (CNN) -- Two U.S. Navy F/A-18 Super Hornets -- flying off the aircraft carrier USS Harry S. Truman -- crashed Monday night in the Persian Gulf, U.S. Navy officials said. The aircrafts' three aviators were recovered safely after they ejected from the jets -- a single-seat F/A-18E and two-seat F/A-18F. The U.S. Navy did not immediately know the cause of the F/A-18 crash. There is no indication of hostile fire action, the officials said. The incident is not related to Sunday's confrontation between three U.S. Navy warships and five Iranian boats, Navy officials said. E-mail to a friend"
102,226,"Claim: The nine-story building on the outskirts of the capital city of Bangladesh collapsed April 24.. Context: The organization Anjuman-e-Mafidul Islam buried 234 unclaimed bodies at a graveyard in the capital, state news agency BSS reported. DNA samples were collected for future identification. Many bodies are decomposed beyond recognition, the news agency reported. The nine-story building on the outskirts of the capital city of Dhaka collapsed April 24. On Friday, 19-year-old mother Reshma Begum was discovered alive in the rubble. Doctors said she is improving steadily. Gupta: How could woman survive 16 days in rubble? Opinion: Stop cashing in on Bangladeshi workers"
95,227,"Claim: a third person has been arrested in the case of an alleged spring break. Context: Panama City Beach, Florida (CNN)A third person has been arrested in the case of an alleged spring break gang rape that was videotaped on a crowded stretch of Panama City Beach, the Bay County, Florida, Sheriff's Office said Wednesday. Police arrested the suspect at 11 p.m. Tuesday. ""After developing information that George Davon Kennedy was the third suspect seen in the video of the gang rape, BCSO Investigators obtained a warrant for his arrest,"" according to a news release"
109,228,"Claim: angela moore was back home resting and enjoying time with his grandchildren. Context: (CNN)Blues legend B.B. King was hospitalized for dehydration, though the ailment didn't keep him out for long. King's dehydration was caused by his Type II diabetes, but he ""is much better,"" his daughter, Claudette King, told the Los Angeles Times. The legendary guitarist and vocalist released a statement thanking those who have expressed their concerns. ""I'm feeling much better and am leaving the hospital today,"" King said in a message Tuesday. Angela Moore, a publicist for Claudette King, said later in the day that he was back home resting and enjoying time with his grandchildren."
106,229,"Claim: the apple tablet had all the personal touches. Context: (CNN)It seems iPads hold their value pretty well, especially if they have papal connections One that Pope Francis once owned just sold for $30,500, according to Castells, an auction house in Uruguay. The Apple tablet had all the personal touches. ""His Holiness Francisco"" and ""Vatican Internet Service, March 2013"" were engraved on the back in Spanish and Italian. It also came with a keyboard and a certificate signed by the Pope's personal secretary. The proceeds will go to a school in Montevideo, Uruguay. It's not the first time a papal hand-me-down has gone for big bucks."
94,230,"Claim: mega-fans of the plane is part of an thai smile. Context: Airlines show off their new flying colors The Adventure Time plane is the result of a partnership between Thai Airways subsidiary Thai Smile and Cartoon Network Amazone, a new water park near the Thai resort city of Pattaya featuring attractions based on shows that appear on the Turner Broadcasting System channel. Turner Broadcasting is a parent company of CNN. Check out these cool airline liveries The inaugural Thai Smile Adventure Time flight takes place on April 4, heading from Bangkok to Phuket."
122,231,"Claim: The ship's doctors told the police that the woman was older and had diabetes and hypertension. Context: (CNN) -- An American woman died aboard a cruise ship that docked at Rio de Janeiro on Tuesday, the same ship on which 86 passengers previously fell ill, according to the state-run Brazilian news agency, Agencia Brasil. The American tourist died aboard the MS Veendam, owned by cruise operator Holland America. Federal Police told Agencia Brasil that forensic doctors were investigating her death. The ship's doctors told police that the woman was elderly and suffered from diabetes and hypertension, according the agency. The other passengers came down with diarrhea prior to her death during an earlier part of the trip, the ship's doctors said."
91,232,"Claim: his father, hussein abu khdeir, said he's not a terror victim. Context: A picture on the memorial website for Abu Khdeir shows an Israeli flag with two flowers called ""Blood of the Maccabees"" in Israel, a symbol often used on Memorial Day, when the country honors its soldiers killed in the line of duty and victims of terrorism. But Abu Khdeir's family objected to his inclusion on the memorial wall. His father, Hussein Abu Khdeir, said no one asked for his permission to put his son's name on the wall."
115,233,"Claim: executions worldwide has gone down by almost 22% on the previous year. Context: The report, ""Death Sentences and Executions 2014,"" cites the example of Pakistan lifting a six-year moratorium on the execution of civilians following the horrific attack on a school in Peshawar in December. China is also mentioned, as having used the death penalty as a tool in its ""Strike Hard"" campaign against terrorism in the restive far-western province of Xinjiang. The annual report catalogs the use of state-sanctioned killing as a punitive measure across the globe, and this year's edition contains some mixed findings. On one hand, the number of executions worldwide has gone down by almost 22% on the previous year."
96,234,"Claim: She was booked on charges of trespassing and disorderly conduct, the said. Context: Tozier-Robbins also had a backpack and video equipment, the statement said. Security personnel asked her to leave, but she ""balked,"" the statement said. They then physically escorted her off the property. A policeman arrived later to arrest her. She was booked on charges of trespassing and disorderly conduct, the statement said. Bail was set at $5,000, but Tozier-Robbins was released on a citation to appear in court on June 16. The whereabouts of Spears, 27, during the incident were not immediately known."
119,235,"Claim: The FBI said that dry ice in plastic exploded in an employee's bathroom Los Angeles International Airport, causing a terminal to briefly close. Context: (CNN) -- Dry ice in a plastic bottle exploded in an employee restroom at Los Angeles International Airport, causing a brief shutdown of one terminal, the FBI said. The restroom is an area of Terminal 2 not open to the general public, FBI spokeswoman Laura Eimiller said in a statement. The FBI and other agencies ""will investigate the incident to determine the individual or group responsible,"" Eimiller said. No injuries were reported, and Terminal 2 resumed operations after a brief evacuation. Terminal 2 is the airport's ""secondary international terminal,"" airport spokesman Nancy Castle said."
85,236,"Claim: the authority to make an arrest carries the potential to escalate to lethal force. Context: (CNN)It won't come as news to anyone in America today that the authority to make an arrest carries with it the potential to escalate to lethal force. But the seemingly innocuous genesis of police authority (initial stop and question, pulling someone over for a traffic violation) becomes significant because of the potential result (deadly force). A minor traffic stop can be the springboard to a check for outstanding warrants."
92,237,"Claim: deion sanders is a wide receiver at southern methodist university, an aspiring entrepreneur and occasional rapper. Context: In response, the elder Sanders -- in front of his 912,000 followers -- reminded his son he has a trust fund, a condo and his own clothing line called ""Well Off."" ""You're a Huxtable with a million $ trust fund. Stop the hood stuff!"" Sanders followed it up with another tweet that included the hashtags #versacesheets #Huxtable and #Trustfund. Junior is a wide receiver at Southern Methodist University, an aspiring entrepreneur and occasional rapper."
114,238,"Claim: The bomb rocked a in the outskirts of of Pakistan and destroyed several shops said Peshawar police chief Liaqat Ali Khan. Context: Islamabad, Pakistan (CNN) -- A powerful bomb planted in a car killed nine people and injured 21 others in northwest Pakistan on Wednesday, a senior police official said. The bomb rocked a neighborhood in the outskirts of Peshawar and destroyed several shops, said Peshawar police chief Liaqat Ali Khan. A police station was nearby but it's not clear if security forces were the target of the blast, Khan said. Peshawar is the gateway to the country's tribal region where security forces have been battling an insurgency led by the Pakistani Taliban."
100,239,"Claim: ghitis says obama needs to be in the middle east. Context: With Iranian forces gaining ground in Arab lands and Iranian commanders declaring the destruction of Israel ""nonnegotiable"" and threatening Saudi Arabia, this deal does not look reassuring. Obama is right that a diplomatic solution is the most desirable option. But the deal so far looks like (another) win for Iran. It introduces enough restrictions that it could give the President the political cover he wants, but it does not do enough to make the world safe from nuclear proliferation and more potentially catastrophic instability in the Middle East."
95,240,"Claim: a north pacific gray whale swam nearly 14,000 miles from oregon state university. Context: (CNN)A North Pacific gray whale has earned a spot in the record books after completing the longest migration of a mammal ever recorded. The whale, named Varvara, swam nearly 14,000 miles (22,500 kilometers), according to a release from Oregon State University, whose scientists helped conduct the whale-tracking study. Varvara, which is Russian for ""Barbara,"" left her primary feeding ground off Russia's Sakhalin Island to cross the Pacific Ocean and down the West Coast of the United States to Baja, Mexico"
100,241,"Claim: See Images as Arthur crews cover Hurricane Arthur . Context: The area appears to have been spared from large-scale damage. The center of Arthur is forecast to pass over or near western Nova Scotia on Saturday while also bringing heavy rain to New England, CNN meteorologists said. The coast of Maine can expect 40 mph winds as Arthur passes. The hurricane center warns that potentially deadly rip currents can still form at beaches from the mid-Atlantic northward, even though Arthur may be far away. See Images as CNN crews cover Hurricane Arthur CNN's Greg Botelho contributed to this report."
107,242,"Claim: - Which toys will enter Fisher-Price People this year? Context: (CNN) -- Which toys will make it into the National Toy Hall of Fame this year? Maybe the Magic 8 Ball, one of 12 finalists announced this week, has the answer. Each year, the National Toy Hall of Fame in Rochester, New York, recognizes toys that have ""engaged and delighted multiple generations, inspiring them to learn, create, and discover through play."" The beloved fortune-telling toy is up against stiff competition: bubbles, chess, Clue, Fisher-Price Little People, little green army men, My Little Pony, Nerf toys, Pac-Man, the rubber duck, the scooter and Teenage Mutant Ninja Turtles"
79,243,"Claim: ""daredevil"" is already a hit with fans. Context: (CNN)Justice may be blind, but it's easy to see that Marvel's ""Daredevil"" is already a hit with fans. The pitch-black-dark new series streamed its entire first season on Netflix on Friday morning, and the early word is quite good. Charlie Cox is perfectly cast as blind attorney Matt Murdock, whose nights are consumed with cleaning up the New York neighborhood of Hell's Kitchen while dressed in a black ninjaesque outfit."
100,244,"Claim: two of them are in serious condition, the company said. Context: (CNN)Four workers died in a massive oil rig fire that raged for hours off the coast of Mexico Wednesday. Mexican state oil company Pemex said 45 workers were injured in the blaze, which began early Wednesday morning. Two of them are in serious condition, the company said. Authorities evacuated about 300 people from the Abkatun Permanente platform after the fire started, Pemex said. At least 10 boats worked to battle the blaze for hours. The fire had been extinguished by Wednesday night, Pemex said in a Twitter post"
107,245,"Claim: the militants are targeting the houthi militants, lahj province. Context: Sanaa, Yemen (CNN)Saudi airstrikes over Yemen have resumed once again, two days after Saudi Arabia announced the end of its air campaign. The airstrikes Thursday targeted rebel Houthi militant positions in three parts of Sanaa, two Yemeni Defense Ministry officials said. The attacks lasted four hours. The strikes caused no casualties, but did destroy all three military compounds that were targeted, the officials said. They said Saudi airstrikes were also targeting Houthi positions in Lahj province. On Tuesday, Saudi Arabia announced the end of its Operation Decisive Storm, a nearly month-long air campaign against Houthi positions"
88,246,"Claim: announcement/campaign ad/short says hillary clinton's campaign will make women and a woman to be a woman. Context: (CNN)It's clear from Hillary Clinton's campaign rollout -- a video announcement/campaign ad/short film that debuted Sunday afternoon -- that she will make women and being a woman central to her outreach. In case you're skeptical, Vox has posted a handy ""by the numbers"" for her campaign video, and there are 38 people besides Clinton in the two-minute ad. Twenty of them are women. There are three separate mentions of motherhood."
115,247,"Claim: dzhokhar tsarnaev, 21, was killed in the first blast at the 2013 boston marathon. Context: Boston (CNN)Dzhokhar Tsarnaev's bombs tore through their bodies: singeing flesh, shattering bones, shredding muscles and severing limbs. But on Tuesday, jurors also began to hear about the holes his bombs left in the hearts of the survivors and the families of the dead. Now that he has been found guilty on every count, the jury must decide whether Boston Marathon bomber Tsarnaev, 21, should live or die for what he has done. This is the victim impact part of the case, and the testimony was heartbreaking. Four young people are gone, and grief fills the spaces they once occupied"
68,248,"Claim: the outage began around 10 p.m. paris time (4 p.m. Context: On a mobile site, which was still active, the network said it was ""hacked by an Islamist group."" ISIS logos and markings could be seen on some TV5Monde social media accounts. But there was no immediate claim of responsibility by ISIS or any other group. The outage began around 10 p.m. Paris time (4 p.m. ET),"
88,249,"Claim: the remains at the same victim were found in cambridge. Context: Police were notified Saturday morning about a suspicious item along a walkway in Cambridge. Officers arrived at the scene, opened a duffel bag and found human remains. After that discovery, police say, a surveillance video led them to an apartment building, where more body parts were discovered in a common area. That location is near the Cambridge Police Department headquarters. The remains at both locations belonged to the same victim, identified Monday as Jonathan Camilien, 26."
108,250,"Claim: Clark was dismissed from the Birmingham hotseat on one after a poor start to the season . Context: Birmingham are keen to speak to MK Dons boss Karl Robinson about becoming their new manager Robinson has nurtured a reputation as one of the brightest young British managers during his time in charge at MK Dons. His work has not gone unnoticed by those at Birmingham, who now view Robinson as a potential new manager. Former player Gary Rowett, currently in charge at Burton, is also high on the club’s shortlist. Lee Clark was dismissed from the Birmingham hotseat on Monday after a poor start to the season"
92,251,"Claim: rabbis mendel epstein, 69, and binyamin stimler, 39, were found guilty on one count of conspiracy to commit kidnapping in new jersey federal court. Context: (CNN)Three Orthodox rabbis accused of planning and participating in the torture of Jewish men who refused to divorce their wives were convicted Tuesday of conspiring to commit kidnapping. Rabbis Mendel Epstein, 69; Jay Goldstein, 60; and Binyamin Stimler, 39, were found guilty on one count of conspiracy to commit kidnapping in New Jersey federal court. Goldstein and Stimler were also convicted on charges of attempted kidnapping"
114,252,"Claim: the singer has said she was bitten by a tick last spring. Context: Going through a split from her husband, Nickelback front man Chad Kroeger? Focus on the mystery intensified in December after a fan Twitter account posted a direct message from Lavigne when she solicited prayers, saying she was ""having some health issues."" Now the Canadian singer has revealed to People magazine that she was bedridden for five months after contracting Lyme disease. ""I felt like I couldn't breathe, I couldn't talk, and I couldn't move,"" she told the magazine. ""I thought I was dying."" Lyme disease: What you should know Lavigne believes that she was bitten by a tick last spring."
102,253,"Claim: The video shows the deadly crash landing of the aircraft Aspen, Colorado. Context: No other injuries were reported. The flight left Great Bend Municipal Airport in Great Bend, Kansas, and was preparing for a second approach to the Nashville airport when the accident occurred, Aaron said. The cause of the crash was not clear. The Federal Aviation Administration was on scene, and the National Transportation Safety Board was expected to be there by Tuesday morning. Video shows plane's fatal crash landing in Aspen, Colorado Wreckage of downed plane carrying software president found in Idaho CNN's Dave Alsup contributed to this report."
128,254,"Claim: Along with al-Maliki, former Prime Minister Ayad Allawi and former speaker of Parliament Osama al-Nujaifi will as vice presidents. Context: Baghdad (CNN) -- Iraqi lawmakers approved a new government Monday and tapped former Prime Minister Nuri al-Maliki as one of the country's three vice presidents. Several key Cabinet posts remain vacant. Prime Minister Haider al-Abadi vowed to have nominations for the defense and interior minister posts ready to present to Parliament within a week. Monday's Parliament vote, just a day before a constitutional deadline, comes as Iraq faces political turmoil and battles a surge of Islamist militants from ISIS. Along with al-Maliki, former Prime Minister Ayad Allawi and former speaker of Parliament Osama al-Nujaifi will also serve as vice presidents. Allawi and Al-Maliki are longtime political foes."
122,255,"Claim: He was questioned for Thursday night at his hotel room and was never detained by the police.. Context: The 33-year-old Madison, Wisconsin, woman called police with a complaint of ""inappropriate touching"" after Fat Joe -- whose real name is Joseph Cartagena -- performed at the city's Orpheum Theater on Sunday night, a police report said. The woman said the incident happened inside a limousine with Fat Joe and other male subjects, the police report said. ""Fat Joe had no contact with and never spoke to his accuser,"" attorney Dawn Florio said in a statement Thursday night. ""He was questioned for a few minutes at his hotel room and was never detained by the police."" CNN's Denise Quan contributed to this report."
77,256,"Claim: twenty-three people had minor injuries after flight 162 landed at 8:05 p.m.. Context: Twenty-three people had minor injuries after Flight 162 landed at 8:05 p.m., according to fire department and ministry sources. There were 73 passengers and eight crew members -- including five cabin attendants, two pilots and a maintenance official -- aboard when the flight took off from South Korea's Incheon International Airport at 6:34 p.m. local time, Asiana said in a statement late Tuesday."
104,257,"Claim: he's suing for copyright infringement and wants $__NBWS__10.00 million in damages. Context: Whedon and Goddard are named as defendants, along with Lionsgate and Whedon's Mutant Enemy production company, in the complaint filed Monday in California federal court. Joss Whedon Slams 'Jurassic World' Clip as ""'70s-Era Sexist"" In the complaint, Peter Gallagher (no, not that Peter Gallagher) claims Whedon and Goddard took the idea for ""The Cabin in the Woods"" from his 2006 novel ""The Little White Trip: A Night In the Pines."" He's suing for copyright infringement and wants $__NBWS__10.00 million in damages. Gallagher is basing his claim on the works' similar premises:"
105,258,"Claim: This model touted Small Business Saturday, a scheme sponsored by American Express to support independent companies. Context: Scroll down for video Daisy Lowe took up position inside vintage goods shop Pennies, in Islington, Central London Oliver Ross, the shop's clothes buyer, said: 'We got Daisy here to encourage people to do their shopping at local businesses. 'Daisy is a fan of vintage clothing and she absolutely loved the dress – she has the perfect figure for it.' The model, 25, was promoting Small Business Saturday to champion the independent buisness Double-Take: Daisy Lowe draws a big crowd outside the store in Islington, Central London"
104,259,"Claim: Reports of the number of attackers varied two. Context: (CNN) -- Gunmen stopped a bus near Beirut, Lebanon, in the early hours of Friday, boarded it and kidnapped two Turkish pilots, Turkey's foreign ministry said. The pilots work for Turkish Airlines. They were riding the bus from Rafic Hariri International Airport to their hotel when the assailants in two vehicles stopped it, Lebanon's state-run National News Agency reported. Reports on the number of attackers varied from four to eight. Other employees aboard the bus made it safely to the hotel and are to head back to Turkey later Friday, the foreign ministry said"
100,260,"Claim: the grandmother of two has dressed as man for 43 years to avoid oppression. Context: (CNN)Every morning, Sissa Abu Dahou puts on traditional male dress, known as a jalabiya, and heads into the streets of the Egyptian city of Luxor for a day of hard work. But this man of the house is actually a woman. The grandmother of two has dressed as a man for 43 years to avoid oppression and eek out a living in the conservative Muslim state. ""Why did you do this mother?"" her daughter asked during a recorded interview with Egyptian television network CBC"
107,261,"Claim: garissa university college is al-shabaab's fifth major assault in kenya in the past year. Context: (CNN)This week's attack on Garissa University College is Al-Shabaab's fifth major assault in Kenya in the past year and a half. The Thursday massacre was the most deadly assault so far, with 147 dead, easily eclipsing the terrorist group's most notorious attack, a four-day siege in late September 2013 at the Westgate Mall in Nairobi in which 67 people were killed. After the Westgate attack, Al-Shabaab unleashed a string of attacks in Kenya that have killed more than 100 people -- assaulting the coastal town of Mpeketoni on June 16, 2014"
93,262,"Claim: the claim appears to be the first in afghanistan by isis. Context: Kabul, Afghanistan (CNN)A suicide bomber on a motorbike blew himself up in front of the Kabul Bank in Jalalabad early Saturday, a local government spokesman said. The ISIS terrorist group claimed responsibility for the attack. The explosion killed at least 33 people and injured more than 100 others, public health spokesman Najibullah Kamawal said. The claim appears to be the first in Afghanistan by ISIS, CNN's Nick Paton Walsh said. It was made by an offshoot called ISIS Wilayat Khorasan"
132,263,"Claim: the white walkers will be the characters to watch this season. Context: Executive producer David Benioff told Rolling Stone, ""We are starting to build to a crescendo, which means the battles have to get bigger and things have to get more dramatic."" Indeed, this fifth season means we're past the halfway point, with the show currently set to end after seven years. The Stark daughters, Arya and Sansa, will be the characters to watch this season, as will Cersei. The world of Westeros is constantly plagued by war, but is there a time when people have just had enough? ""Wars are waged by the nobles, but it's the common folk who suffer,"" Gross noted. ""And, this season, we'll get a glimpse of what happens when those common people have had enough."""
133,264,"Claim: -- A tour bus accident in southwest Tibet left at least 44 people dead, China's state-run news agency Xinhua reported Twitter .. Context: (CNN) -- A tour bus accident in southwest Tibet left at least 44 people dead, China's state-run news agency Xinhua reported via Twitter Saturday. Xinhua cited a spokesman with the regional government. The bus was involved in a three-vehicle pileup along the National Highway in Nyemo County in Tibet, according to Xinhua. It crashed against a sports utility vehicle and a pickup truck, and then plunged into the valley. Photos showed the wrecked bus resting upside down by a riverbank. Photos also showed emergency personnel and rescue workers carrying passengers from the scene in stretchers. Dozens of pieces of luggage were piled to the side of the retaining wall."
122,265,"Claim: peshmerga forces are national military force of kurdistan. Context: A week ago, ISIS claimed it controlled part of the facility, posting images online that purported to back up the claim. Iraq is working to fortify the facility's defenses, the task force said in a statement. Over the past nine days, the coalition conducted 47 airstrikes in the area, the statement said. Meanwhile, Peshmerga forces -- also with the assistance of coalition strikes -- cleared 84 square kilometers (32 square miles) of ISIS-occupied territory in Iraq on Saturday, the Kurdistan Region Security Council said. The Peshmerga are the national military force of Kurdistan. ""Front-line reporting indicates at least 35 ISIS terrorists were killed during the offensive,"" the council said in a statement."
98,266,"Claim: The who did release the name came from Midlothian, Virginia. Context: (CNN) -- The FBI is investigating the mysterious death of a 64-year-old woman aboard a Royal Caribbean cruise ship. The woman, whose name was not released, was from Midlothian, Virginia. She was found dead by her husband in their cabin Sunday, the cruise line said. ""As is our standard procedure, both the FBI and local law enforcement were notified,"" Royal Caribbean said. The couple was traveling on the Enchantment of the Seas ship, which was on a seven-day voyage from Baltimore to Florida and the Bahamas."
113,267,"Claim: She will be completely fine and expects to be released from the hospital imminently,"" Dart said. Context: (CNN) -- Actress Jessica Lange took a tumble in her Minnesota vacation cabin Tuesday, but a publicist said her injuries were not serious. Lange, who turns 60 next month, suffered bruised ribs, a broken collarbone and a small cut on her forehead, spokeswoman Leslee Dart said Wednesday. ""She will be completely fine and expects to be released from the hospital imminently,"" Dart said. Lange began her movie career in 1976 playing King Kong's love interest in the 1976 version of ""King Kong"" but later was nominated for six Oscars -- two of which she won."
100,268,Claim: Prague is well known in Prague as a glass harpist . Context: This musician is taking street sounds to another level. Petr Špatina is well known in Prague as a talented glass harpist and a wonderful entertainer. And tourist Hermilo Gonzalez got a chance to hear the man in action when he visited the city on - and filmed the musician's incredible talent. Music maker: Petr Špatina begins to play his wine glasses as the surrounding people watch on A crowd of people gave Petr a respectful silence as his fingers moved across the wine glasses at impressive speed.
