metric_type,metric_name,eval_type,data_task,model,eval_regime,fold,n_folds,fold_list,n_samples,n_unique_y_true,n_unique_y_pred,y_true_single,y_pred_single,y_true_distribution,y_pred_distribution,extra_classes_in_y_pred,score
Discriminative,auroc,test,OneStop_RC,AhnRNN,seen_subject_unseen_item,3,1,[3],810,2,1,False,True,"{1: 659, 0: 151}",{0.5236971378326416: 810},[0.52],0.5
Discriminative,auroc,test,OneStop_RC,AhnRNN,seen_subject_unseen_item,4,1,[4],918,2,1,False,True,"{1: 697, 0: 221}",{0.5264950394630432: 918},[0.53],0.5
Discriminative,auroc,test,OneStop_RC,AhnRNN,seen_subject_unseen_item,5,1,[5],702,2,1,False,True,"{1: 579, 0: 123}",{0.5: 702},[0.5],0.5
Discriminative,auroc,test,OneStop_RC,AhnRNN,seen_subject_unseen_item,6,1,[6],810,2,1,False,True,"{1: 646, 0: 164}",{0.5188708305358887: 810},[0.52],0.5
Discriminative,auroc,test,OneStop_RC,AhnRNN,seen_subject_unseen_item,7,1,[7],702,2,1,False,True,"{1: 549, 0: 153}",{0.5029157400131226: 702},[0.5],0.5
Discriminative,auroc,test,OneStop_RC,AhnRNN,seen_subject_unseen_item,8,1,[8],863,2,1,False,True,"{1: 655, 0: 208}",{0.5: 863},[0.5],0.5
Discriminative,auroc,test,OneStop_RC,AhnRNN,seen_subject_unseen_item,9,1,[9],1080,2,1,False,True,"{1: 936, 0: 144}",{0.4858296513557434: 1080},[0.49],0.5
Discriminative,auroc,test,OneStop_RC,AhnRNN,unseen_subject_seen_item,0,1,[0],851,2,1,False,True,"{1: 713, 0: 138}",{0.5333269834518433: 851},[0.53],0.5
Discriminative,auroc,test,OneStop_RC,AhnRNN,unseen_subject_seen_item,1,1,[1],864,2,1,False,True,"{1: 699, 0: 165}",{0.5279567241668701: 864},[0.53],0.5
Discriminative,auroc,test,OneStop_RC,AhnRNN,unseen_subject_seen_item,2,1,[2],882,2,1,False,True,"{1: 716, 0: 166}",{0.5273555517196655: 882},[0.53],0.5
Discriminative,auroc,test,OneStop_RC,AhnRNN,unseen_subject_seen_item,3,1,[3],882,2,1,False,True,"{1: 722, 0: 160}",{0.5236971378326416: 882},[0.52],0.5
Discriminative,auroc,test,OneStop_RC,AhnRNN,unseen_subject_seen_item,4,1,[4],870,2,1,False,True,"{1: 700, 0: 170}",{0.5264950394630432: 870},[0.53],0.5
Discriminative,auroc,test,OneStop_RC,AhnRNN,unseen_subject_seen_item,5,1,[5],893,2,1,False,True,"{1: 725, 0: 168}",{0.5: 893},[0.5],0.5
Discriminative,auroc,test,OneStop_RC,AhnRNN,unseen_subject_seen_item,6,1,[6],882,2,1,False,True,"{1: 702, 0: 180}",{0.5188708305358887: 882},[0.52],0.5
Discriminative,auroc,test,OneStop_RC,AhnRNN,unseen_subject_seen_item,7,1,[7],894,2,1,False,True,"{1: 715, 0: 179}",{0.5029157400131226: 894},[0.5],0.5
Discriminative,auroc,test,OneStop_RC,AhnRNN,unseen_subject_seen_item,8,1,[8],876,2,1,False,True,"{1: 706, 0: 170}",{0.5: 876},[0.5],0.5
Discriminative,auroc,test,OneStop_RC,AhnRNN,unseen_subject_seen_item,9,1,[9],852,2,1,False,True,"{1: 712, 0: 140}",{0.4858296513557434: 852},[0.49],0.5
Discriminative,auroc,test,OneStop_RC,AhnRNN,unseen_subject_unseen_item,0,1,[0],120,2,1,False,True,"{1: 93, 0: 27}",{0.5333269834518433: 120},[0.53],0.5
Discriminative,auroc,test,OneStop_RC,AhnRNN,unseen_subject_unseen_item,1,1,[1],108,2,1,False,True,"{1: 94, 0: 14}",{0.5279567241668701: 108},[0.53],0.5
Discriminative,auroc,test,OneStop_RC,AhnRNN,unseen_subject_unseen_item,2,1,[2],90,2,1,False,True,"{1: 72, 0: 18}",{0.5273555517196655: 90},[0.53],0.5
Discriminative,auroc,test,OneStop_RC,AhnRNN,unseen_subject_unseen_item,3,1,[3],90,2,1,False,True,"{1: 75, 0: 15}",{0.5236971378326416: 90},[0.52],0.5
Discriminative,auroc,test,OneStop_RC,AhnRNN,unseen_subject_unseen_item,4,1,[4],102,2,1,False,True,"{1: 78, 0: 24}",{0.5264950394630432: 102},[0.53],0.5
Discriminative,auroc,test,OneStop_RC,AhnRNN,unseen_subject_unseen_item,5,1,[5],78,2,1,False,True,"{1: 58, 0: 20}",{0.5: 78},[0.5],0.5
Discriminative,auroc,test,OneStop_RC,AhnRNN,unseen_subject_unseen_item,6,1,[6],90,2,1,False,True,"{1: 71, 0: 19}",{0.5188708305358887: 90},[0.52],0.5
Discriminative,auroc,test,OneStop_RC,AhnRNN,unseen_subject_unseen_item,7,1,[7],78,2,1,False,True,"{1: 59, 0: 19}",{0.5029157400131226: 78},[0.5],0.5
Discriminative,auroc,test,OneStop_RC,AhnRNN,unseen_subject_unseen_item,8,1,[8],96,2,1,False,True,"{1: 78, 0: 18}",{0.5: 96},[0.5],0.5
Discriminative,auroc,test,OneStop_RC,AhnRNN,unseen_subject_unseen_item,9,1,[9],120,2,1,False,True,"{1: 102, 0: 18}",{0.4858296513557434: 120},[0.49],0.5
Discriminative,auroc,test,OneStop_RC,AhnRNN,all,0,1,[0],2051,2,1,False,True,"{1: 1719, 0: 332}",{0.5333269834518433: 2051},[0.53],0.5
Discriminative,auroc,test,OneStop_RC,AhnRNN,all,1,1,[1],1943,2,1,False,True,"{1: 1601, 0: 342}",{0.5279567241668701: 1943},[0.53],0.5
Discriminative,auroc,test,OneStop_RC,AhnRNN,all,2,1,[2],1782,2,1,False,True,"{1: 1456, 0: 326}",{0.5273555517196655: 1782},[0.53],0.5
Discriminative,auroc,test,OneStop_RC,AhnRNN,all,3,1,[3],1782,2,1,False,True,"{1: 1456, 0: 326}",{0.5236971378326416: 1782},[0.52],0.5
Discriminative,auroc,test,OneStop_RC,AhnRNN,all,4,1,[4],1890,2,1,False,True,"{1: 1475, 0: 415}",{0.5264950394630432: 1890},[0.53],0.5
Discriminative,auroc,test,OneStop_RC,AhnRNN,all,5,1,[5],1673,2,1,False,True,"{1: 1362, 0: 311}",{0.5: 1673},[0.5],0.5
Discriminative,auroc,test,OneStop_RC,AhnRNN,all,6,1,[6],1782,2,1,False,True,"{1: 1419, 0: 363}",{0.5188708305358887: 1782},[0.52],0.5
Discriminative,auroc,test,OneStop_RC,AhnRNN,all,7,1,[7],1674,2,1,False,True,"{1: 1323, 0: 351}",{0.5029157400131226: 1674},[0.5],0.5
Discriminative,auroc,test,OneStop_RC,AhnRNN,all,8,1,[8],1835,2,1,False,True,"{1: 1439, 0: 396}",{0.5: 1835},[0.5],0.5
Discriminative,auroc,test,OneStop_RC,AhnRNN,all,9,1,[9],2052,2,1,False,True,"{1: 1750, 0: 302}",{0.4858296513557434: 2052},[0.49],0.5
Discriminative,auroc,test,OneStop_RC,AhnRNN,seen_subject_unseen_item,all,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",8746,2,9,False,False,"{1: 7110, 0: 1636}","{0.5: 1565, 0.5333269834518433: 1080, 0.4858296513557434: 1080, 0.5279567241668701: 971, 0.5264950394630432: 918, 0.5236971378326416: 810, 0.5273555517196655: 810, 0.5188708305358887: 810, 0.5029157400131226: 702}","[0.49, 0.5, 0.52, 0.52, 0.5, '...', 'N extra classes: 9']",0.5055238326129043
Discriminative,auroc,test,OneStop_RC,AhnRNN,unseen_subject_seen_item,all,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",8746,2,9,False,False,"{1: 7110, 0: 1636}","{0.5: 1769, 0.5029157400131226: 894, 0.5188708305358887: 882, 0.5273555517196655: 882, 0.5236971378326416: 882, 0.5264950394630432: 870, 0.5279567241668701: 864, 0.4858296513557434: 852, 0.5333269834518433: 851}","[0.49, 0.5, 0.52, 0.52, 0.5, '...', 'N extra classes: 9']",0.5023534296885478
Discriminative,auroc,test,OneStop_RC,AhnRNN,unseen_subject_unseen_item,all,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",972,2,9,False,False,"{1: 780, 0: 192}","{0.5: 174, 0.5333269834518433: 120, 0.4858296513557434: 120, 0.5279567241668701: 108, 0.5264950394630432: 102, 0.5236971378326416: 90, 0.5273555517196655: 90, 0.5188708305358887: 90, 0.5029157400131226: 78}","[0.49, 0.5, 0.52, 0.52, 0.5, '...', 'N extra classes: 9']",0.4977363782051282
Discriminative,auroc,val,OneStop_RC,BEyeLSTMArgs,seen_subject_unseen_item,0,1,[0],960,2,1,False,True,"{1: 828, 0: 132}",{0.5356080532073975: 960},[0.54],0.5
Discriminative,auroc,val,OneStop_RC,BEyeLSTMArgs,seen_subject_unseen_item,1,1,[1],960,2,960,False,False,"{1: 807, 0: 153}",{'N unique: 960'},"[0.24, 0.26, 0.27, 0.29, 0.29, '...', 'N extra classes: 960']",0.5949413222538086
Discriminative,auroc,val,OneStop_RC,BEyeLSTMArgs,seen_subject_unseen_item,2,1,[2],863,2,819,False,False,"{1: 724, 0: 139}",{'N unique: 819'},"[0.17, 0.19, 0.19, 0.21, 0.22, '...', 'N extra classes: 819']",0.5741931316824993
Discriminative,auroc,val,OneStop_RC,BEyeLSTMArgs,seen_subject_unseen_item,3,1,[3],720,2,718,False,False,"{1: 592, 0: 128}",{'N unique: 718'},"[0.21, 0.35, 0.36, 0.36, 0.36, '...', 'N extra classes: 718']",0.5870328336148649
Discriminative,auroc,val,OneStop_RC,BEyeLSTMArgs,seen_subject_unseen_item,4,1,[4],720,2,120,False,False,"{1: 583, 0: 137}",{'N unique: 120'},"[0.33, 0.34, 0.34, 0.35, 0.35, '...', 'N extra classes: 120']",0.5239323408997009
Discriminative,auroc,val,OneStop_RC,BEyeLSTMArgs,seen_subject_unseen_item,5,1,[5],816,2,816,False,False,"{1: 618, 0: 198}",{'N unique: 816'},"[0.3, 0.31, 0.31, 0.32, 0.32, '...', 'N extra classes: 816']",0.5474485959922852
Discriminative,auroc,val,OneStop_RC,BEyeLSTMArgs,seen_subject_unseen_item,6,1,[6],624,2,371,False,False,"{1: 516, 0: 108}",{'N unique: 371'},"[0.3, 0.34, 0.36, 0.37, 0.39, '...', 'N extra classes: 371']",0.5591085271317828
Discriminative,auroc,val,OneStop_RC,BEyeLSTMArgs,seen_subject_unseen_item,7,1,[7],720,2,461,False,False,"{1: 579, 0: 141}",{'N unique: 461'},"[0.11, 0.18, 0.23, 0.29, 0.31, '...', 'N extra classes: 461']",0.5247981969401879
Discriminative,auroc,val,OneStop_RC,BEyeLSTMArgs,seen_subject_unseen_item,8,1,[8],624,2,188,False,False,"{1: 489, 0: 135}",{'N unique: 188'},"[0.32, 0.37, 0.4, 0.38, 0.4, '...', 'N extra classes: 188']",0.5379686434901159
Discriminative,auroc,val,OneStop_RC,BEyeLSTMArgs,seen_subject_unseen_item,9,1,[9],767,2,84,False,False,"{1: 583, 0: 184}",{'N unique: 84'},"[0.44, 0.45, 0.45, 0.45, 0.45, '...', 'N extra classes: 84']",0.508399209486166
Discriminative,auroc,val,OneStop_RC,BEyeLSTMArgs,unseen_subject_seen_item,0,1,[0],732,2,1,False,True,"{1: 607, 0: 125}",{0.5356080532073975: 732},[0.54],0.5
Discriminative,auroc,val,OneStop_RC,BEyeLSTMArgs,unseen_subject_seen_item,1,1,[1],743,2,737,False,False,"{1: 620, 0: 123}",{'N unique: 737'},"[0.22, 0.22, 0.23, 0.25, 0.29, '...', 'N extra classes: 737']",0.5337267243640178
Discriminative,auroc,val,OneStop_RC,BEyeLSTMArgs,unseen_subject_seen_item,2,1,[2],774,2,692,False,False,"{1: 632, 0: 142}",{'N unique: 692'},"[0.14, 0.17, 0.2, 0.23, 0.25, '...', 'N extra classes: 692']",0.5698096808700304
Discriminative,auroc,val,OneStop_RC,BEyeLSTMArgs,unseen_subject_seen_item,3,1,[3],792,2,730,False,False,"{1: 641, 0: 151}",{'N unique: 730'},"[0.3, 0.31, 0.32, 0.33, 0.34, '...', 'N extra classes: 730']",0.5321465838766001
Discriminative,auroc,val,OneStop_RC,BEyeLSTMArgs,unseen_subject_seen_item,4,1,[4],780,2,120,False,False,"{1: 643, 0: 137}",{'N unique: 120'},"[0.28, 0.28, 0.32, 0.35, 0.36, '...', 'N extra classes: 120']",0.5635365701376985
Discriminative,auroc,val,OneStop_RC,BEyeLSTMArgs,unseen_subject_seen_item,5,1,[5],792,2,792,False,False,"{1: 634, 0: 158}",{'N unique: 792'},"[0.25, 0.26, 0.27, 0.27, 0.27, '...', 'N extra classes: 792']",0.558499381064569
Discriminative,auroc,val,OneStop_RC,BEyeLSTMArgs,unseen_subject_seen_item,6,1,[6],803,2,552,False,False,"{1: 649, 0: 154}",{'N unique: 552'},"[0.19, 0.26, 0.27, 0.27, 0.29, '...', 'N extra classes: 552']",0.5826946551137615
Discriminative,auroc,val,OneStop_RC,BEyeLSTMArgs,unseen_subject_seen_item,7,1,[7],804,2,612,False,False,"{1: 636, 0: 168}",{'N unique: 612'},"[0.16, 0.16, 0.19, 0.21, 0.24, '...', 'N extra classes: 612']",0.629370694818808
Discriminative,auroc,val,OneStop_RC,BEyeLSTMArgs,unseen_subject_seen_item,8,1,[8],798,2,245,False,False,"{1: 650, 0: 148}",{'N unique: 245'},"[0.39, 0.39, 0.39, 0.39, 0.39, '...', 'N extra classes: 245']",0.5681600831600833
Discriminative,auroc,val,OneStop_RC,BEyeLSTMArgs,unseen_subject_seen_item,9,1,[9],756,2,130,False,False,"{1: 604, 0: 152}",{'N unique: 130'},"[0.42, 0.42, 0.42, 0.43, 0.44, '...', 'N extra classes: 130']",0.5595917567096549
Discriminative,auroc,val,OneStop_RC,BEyeLSTMArgs,unseen_subject_unseen_item,0,1,[0],120,2,1,False,True,"{1: 102, 0: 18}",{0.5356080532073975: 120},[0.54],0.5
Discriminative,auroc,val,OneStop_RC,BEyeLSTMArgs,unseen_subject_unseen_item,1,1,[1],120,2,120,False,False,"{1: 93, 0: 27}",{'N unique: 120'},"[0.26, 0.3, 0.31, 0.37, 0.37, '...', 'N extra classes: 120']",0.5583432895260853
Discriminative,auroc,val,OneStop_RC,BEyeLSTMArgs,unseen_subject_unseen_item,2,1,[2],108,2,103,False,False,"{1: 94, 0: 14}",{'N unique: 103'},"[0.25, 0.26, 0.35, 0.36, 0.39, '...', 'N extra classes: 103']",0.7253039513677811
Discriminative,auroc,val,OneStop_RC,BEyeLSTMArgs,unseen_subject_unseen_item,3,1,[3],90,2,90,False,False,"{1: 72, 0: 18}",{'N unique: 90'},"[0.38, 0.41, 0.41, 0.41, 0.41, '...', 'N extra classes: 90']",0.35956790123456794
Discriminative,auroc,val,OneStop_RC,BEyeLSTMArgs,unseen_subject_unseen_item,4,1,[4],90,2,17,False,False,"{1: 75, 0: 15}",{'N unique: 17'},"[0.36, 0.38, 0.37, 0.44, 0.45, '...', 'N extra classes: 17']",0.5262222222222223
Discriminative,auroc,val,OneStop_RC,BEyeLSTMArgs,unseen_subject_unseen_item,5,1,[5],102,2,102,False,False,"{1: 78, 0: 24}",{'N unique: 102'},"[0.36, 0.36, 0.39, 0.4, 0.4, '...', 'N extra classes: 102']",0.46260683760683763
Discriminative,auroc,val,OneStop_RC,BEyeLSTMArgs,unseen_subject_unseen_item,6,1,[6],78,2,48,False,False,"{1: 58, 0: 20}",{'N unique: 48'},"[0.32, 0.42, 0.44, 0.38, 0.44, '...', 'N extra classes: 48']",0.5806034482758621
Discriminative,auroc,val,OneStop_RC,BEyeLSTMArgs,unseen_subject_unseen_item,7,1,[7],90,2,54,False,False,"{1: 71, 0: 19}",{'N unique: 54'},"[0.28, 0.37, 0.34, 0.4, 0.42, '...', 'N extra classes: 54']",0.4255003706449222
Discriminative,auroc,val,OneStop_RC,BEyeLSTMArgs,unseen_subject_unseen_item,8,1,[8],78,2,29,False,False,"{1: 59, 0: 19}",{'N unique: 29'},"[0.35, 0.39, 0.39, 0.39, 0.4, '...', 'N extra classes: 29']",0.47100802854594115
Discriminative,auroc,val,OneStop_RC,BEyeLSTMArgs,unseen_subject_unseen_item,9,1,[9],96,2,17,False,False,"{1: 78, 0: 18}",{'N unique: 17'},"[0.42, 0.43, 0.48, 0.48, 0.46, '...', 'N extra classes: 17']",0.5313390313390314
Discriminative,auroc,val,OneStop_RC,BEyeLSTMArgs,all,0,1,[0],1812,2,1,False,True,"{1: 1537, 0: 275}",{0.5356080532073975: 1812},[0.54],0.5
Discriminative,auroc,val,OneStop_RC,BEyeLSTMArgs,all,1,1,[1],1823,2,1815,False,False,"{1: 1520, 0: 303}",{'N unique: 1815'},"[0.22, 0.22, 0.23, 0.24, 0.25, '...', 'N extra classes: 1815']",0.5680931908980372
Discriminative,auroc,val,OneStop_RC,BEyeLSTMArgs,all,2,1,[2],1745,2,1610,False,False,"{1: 1450, 0: 295}",{'N unique: 1610'},"[0.14, 0.17, 0.17, 0.19, 0.19, '...', 'N extra classes: 1610']",0.5799099941554646
Discriminative,auroc,val,OneStop_RC,BEyeLSTMArgs,all,3,1,[3],1602,2,1537,False,False,"{1: 1305, 0: 297}",{'N unique: 1537'},"[0.21, 0.3, 0.31, 0.32, 0.33, '...', 'N extra classes: 1537']",0.5429750893352426
Discriminative,auroc,val,OneStop_RC,BEyeLSTMArgs,all,4,1,[4],1590,2,255,False,False,"{1: 1301, 0: 289}",{'N unique: 255'},"[0.28, 0.28, 0.32, 0.33, 0.34, '...', 'N extra classes: 255']",0.5437167044780565
Discriminative,auroc,val,OneStop_RC,BEyeLSTMArgs,all,5,1,[5],1710,2,1710,False,False,"{1: 1330, 0: 380}",{'N unique: 1710'},"[0.25, 0.26, 0.27, 0.27, 0.27, '...', 'N extra classes: 1710']",0.5470419469726949
Discriminative,auroc,val,OneStop_RC,BEyeLSTMArgs,all,6,1,[6],1505,2,940,False,False,"{1: 1223, 0: 282}",{'N unique: 940'},"[0.19, 0.26, 0.27, 0.27, 0.29, '...', 'N extra classes: 940']",0.5695954605289865
Discriminative,auroc,val,OneStop_RC,BEyeLSTMArgs,all,7,1,[7],1614,2,1122,False,False,"{1: 1286, 0: 328}",{'N unique: 1122'},"[0.11, 0.16, 0.16, 0.18, 0.19, '...', 'N extra classes: 1122']",0.5773586560710086
Discriminative,auroc,val,OneStop_RC,BEyeLSTMArgs,all,8,1,[8],1500,2,460,False,False,"{1: 1198, 0: 302}",{'N unique: 460'},"[0.32, 0.35, 0.37, 0.38, 0.39, '...', 'N extra classes: 460']",0.5466561266570112
Discriminative,auroc,val,OneStop_RC,BEyeLSTMArgs,all,9,1,[9],1619,2,227,False,False,"{1: 1265, 0: 354}",{'N unique: 227'},"[0.42, 0.42, 0.42, 0.43, 0.43, '...', 'N extra classes: 227']",0.5340445724749335
Discriminative,auroc,val,OneStop_RC,BEyeLSTMArgs,seen_subject_unseen_item,all,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7774,2,4537,False,False,"{1: 6319, 0: 1455}",{'N unique: 4537'},"[0.11, 0.17, 0.18, 0.19, 0.19, '...', 'N extra classes: 4537']",0.5720726070776565
Discriminative,auroc,val,OneStop_RC,BEyeLSTMArgs,unseen_subject_seen_item,all,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7774,2,4610,False,False,"{1: 6316, 0: 1458}",{'N unique: 4610'},"[0.14, 0.16, 0.16, 0.17, 0.19, '...', 'N extra classes: 4610']",0.5697093018710075
Discriminative,auroc,val,OneStop_RC,BEyeLSTMArgs,unseen_subject_unseen_item,all,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",972,2,581,False,False,"{1: 780, 0: 192}",{'N unique: 581'},"[0.25, 0.26, 0.26, 0.3, 0.31, '...', 'N extra classes: 581']",0.5426415598290598
Discriminative,auroc,test,OneStop_RC,BEyeLSTMArgs,seen_subject_unseen_item,0,1,[0],1080,2,1,False,True,"{1: 913, 0: 167}",{0.5356080532073975: 1080},[0.54],0.5
Discriminative,auroc,test,OneStop_RC,BEyeLSTMArgs,seen_subject_unseen_item,1,1,[1],971,2,968,False,False,"{1: 808, 0: 163}",{'N unique: 968'},"[0.23, 0.24, 0.25, 0.25, 0.26, '...', 'N extra classes: 968']",0.5212749802587621
Discriminative,auroc,test,OneStop_RC,BEyeLSTMArgs,seen_subject_unseen_item,2,1,[2],810,2,802,False,False,"{1: 668, 0: 142}",{'N unique: 802'},"[0.0, 0.07, 0.1, 0.1, 0.13, '...', 'N extra classes: 802']",0.5054503668718899
Discriminative,auroc,test,OneStop_RC,BEyeLSTMArgs,seen_subject_unseen_item,3,1,[3],810,2,733,False,False,"{1: 659, 0: 151}",{'N unique: 733'},"[0.29, 0.29, 0.3, 0.3, 0.31, '...', 'N extra classes: 733']",0.5032459375533871
Discriminative,auroc,test,OneStop_RC,BEyeLSTMArgs,seen_subject_unseen_item,4,1,[4],918,2,78,False,False,"{1: 697, 0: 221}",{'N unique: 78'},"[0.42, 0.42, 0.43, 0.43, 0.44, '...', 'N extra classes: 78']",0.49262839447665174
Discriminative,auroc,test,OneStop_RC,BEyeLSTMArgs,seen_subject_unseen_item,5,1,[5],702,2,702,False,False,"{1: 579, 0: 123}",{'N unique: 702'},"[0.28, 0.29, 0.3, 0.3, 0.3, '...', 'N extra classes: 702']",0.47212042068607213
Discriminative,auroc,test,OneStop_RC,BEyeLSTMArgs,seen_subject_unseen_item,6,1,[6],810,2,546,False,False,"{1: 646, 0: 164}",{'N unique: 546'},"[0.28, 0.28, 0.28, 0.28, 0.29, '...', 'N extra classes: 546']",0.5640385486672204
Discriminative,auroc,test,OneStop_RC,BEyeLSTMArgs,seen_subject_unseen_item,7,1,[7],702,2,640,False,False,"{1: 549, 0: 153}",{'N unique: 640'},"[0.12, 0.18, 0.18, 0.28, 0.28, '...', 'N extra classes: 640']",0.5390013929068895
Discriminative,auroc,test,OneStop_RC,BEyeLSTMArgs,seen_subject_unseen_item,8,1,[8],863,2,203,False,False,"{1: 655, 0: 208}",{'N unique: 203'},"[0.4, 0.4, 0.4, 0.4, 0.41, '...', 'N extra classes: 203']",0.5073656782149147
Discriminative,auroc,test,OneStop_RC,BEyeLSTMArgs,seen_subject_unseen_item,9,1,[9],1080,2,87,False,False,"{1: 936, 0: 144}",{'N unique: 87'},"[0.43, 0.43, 0.43, 0.44, 0.45, '...', 'N extra classes: 87']",0.5013020833333334
Discriminative,auroc,test,OneStop_RC,BEyeLSTMArgs,unseen_subject_seen_item,0,1,[0],851,2,1,False,True,"{1: 713, 0: 138}",{0.5356080532073975: 851},[0.54],0.5
Discriminative,auroc,test,OneStop_RC,BEyeLSTMArgs,unseen_subject_seen_item,1,1,[1],864,2,860,False,False,"{1: 699, 0: 165}",{'N unique: 860'},"[0.22, 0.23, 0.25, 0.25, 0.26, '...', 'N extra classes: 860']",0.5835696015953526
Discriminative,auroc,test,OneStop_RC,BEyeLSTMArgs,unseen_subject_seen_item,2,1,[2],882,2,788,False,False,"{1: 716, 0: 166}",{'N unique: 788'},"[0.24, 0.24, 0.25, 0.26, 0.27, '...', 'N extra classes: 788']",0.6157198626909874
Discriminative,auroc,test,OneStop_RC,BEyeLSTMArgs,unseen_subject_seen_item,3,1,[3],882,2,832,False,False,"{1: 722, 0: 160}",{'N unique: 832'},"[0.31, 0.31, 0.34, 0.34, 0.35, '...', 'N extra classes: 832']",0.46662049861495847
Discriminative,auroc,test,OneStop_RC,BEyeLSTMArgs,unseen_subject_seen_item,4,1,[4],870,2,140,False,False,"{1: 700, 0: 170}",{'N unique: 140'},"[0.26, 0.27, 0.33, 0.36, 0.36, '...', 'N extra classes: 140']",0.5185966386554622
Discriminative,auroc,test,OneStop_RC,BEyeLSTMArgs,unseen_subject_seen_item,5,1,[5],893,2,893,False,False,"{1: 725, 0: 168}",{'N unique: 893'},"[0.26, 0.27, 0.27, 0.27, 0.28, '...', 'N extra classes: 893']",0.5631444991789819
Discriminative,auroc,test,OneStop_RC,BEyeLSTMArgs,unseen_subject_seen_item,6,1,[6],882,2,619,False,False,"{1: 702, 0: 180}",{'N unique: 619'},"[0.25, 0.27, 0.28, 0.37, 0.37, '...', 'N extra classes: 619']",0.5620172522950301
Discriminative,auroc,test,OneStop_RC,BEyeLSTMArgs,unseen_subject_seen_item,7,1,[7],894,2,677,False,False,"{1: 715, 0: 179}",{'N unique: 677'},"[0.1, 0.18, 0.22, 0.22, 0.25, '...', 'N extra classes: 677']",0.5498456850412158
Discriminative,auroc,test,OneStop_RC,BEyeLSTMArgs,unseen_subject_seen_item,8,1,[8],876,2,220,False,False,"{1: 706, 0: 170}",{'N unique: 220'},"[0.32, 0.38, 0.4, 0.4, 0.41, '...', 'N extra classes: 220']",0.5456507248791869
Discriminative,auroc,test,OneStop_RC,BEyeLSTMArgs,unseen_subject_seen_item,9,1,[9],852,2,137,False,False,"{1: 712, 0: 140}",{'N unique: 137'},"[0.42, 0.43, 0.43, 0.43, 0.43, '...', 'N extra classes: 137']",0.5357644462279294
Discriminative,auroc,test,OneStop_RC,BEyeLSTMArgs,unseen_subject_unseen_item,0,1,[0],120,2,1,False,True,"{1: 93, 0: 27}",{0.5356080532073975: 120},[0.54],0.5
Discriminative,auroc,test,OneStop_RC,BEyeLSTMArgs,unseen_subject_unseen_item,1,1,[1],108,2,108,False,False,"{1: 94, 0: 14}",{'N unique: 108'},"[0.26, 0.27, 0.29, 0.32, 0.35, '...', 'N extra classes: 108']",0.613981762917933
Discriminative,auroc,test,OneStop_RC,BEyeLSTMArgs,unseen_subject_unseen_item,2,1,[2],90,2,87,False,False,"{1: 72, 0: 18}",{'N unique: 87'},"[0.14, 0.19, 0.21, 0.26, 0.27, '...', 'N extra classes: 87']",0.5246913580246914
Discriminative,auroc,test,OneStop_RC,BEyeLSTMArgs,unseen_subject_unseen_item,3,1,[3],90,2,81,False,False,"{1: 75, 0: 15}",{'N unique: 81'},"[0.34, 0.38, 0.39, 0.39, 0.39, '...', 'N extra classes: 81']",0.4395555555555556
Discriminative,auroc,test,OneStop_RC,BEyeLSTMArgs,unseen_subject_unseen_item,4,1,[4],102,2,8,False,False,"{1: 78, 0: 24}","{0.4828687310218811: 95, 0.4749427735805511: 1, 0.4237050116062164: 1, 0.5196225047111511: 1, 0.5772191286087036: 1, 0.5656260251998901: 1, 0.5089036226272583: 1, 0.5101039409637451: 1}","[0.42, 0.48, 0.47, 0.51, 0.51, '...', 'N extra classes: 8']",0.49091880341880345
Discriminative,auroc,test,OneStop_RC,BEyeLSTMArgs,unseen_subject_unseen_item,5,1,[5],78,2,78,False,False,"{1: 58, 0: 20}",{'N unique: 78'},"[0.26, 0.36, 0.37, 0.37, 0.39, '...', 'N extra classes: 78']",0.5120689655172413
Discriminative,auroc,test,OneStop_RC,BEyeLSTMArgs,unseen_subject_unseen_item,6,1,[6],90,2,66,False,False,"{1: 71, 0: 19}",{'N unique: 66'},"[0.23, 0.42, 0.44, 0.44, 0.44, '...', 'N extra classes: 66']",0.4840622683469237
Discriminative,auroc,test,OneStop_RC,BEyeLSTMArgs,unseen_subject_unseen_item,7,1,[7],78,2,69,False,False,"{1: 59, 0: 19}",{'N unique: 69'},"[0.22, 0.3, 0.33, 0.41, 0.43, '...', 'N extra classes: 69']",0.5686886708296164
Discriminative,auroc,test,OneStop_RC,BEyeLSTMArgs,unseen_subject_unseen_item,8,1,[8],96,2,26,False,False,"{1: 78, 0: 18}",{'N unique: 26'},"[0.43, 0.44, 0.45, 0.45, 0.45, '...', 'N extra classes: 26']",0.5505698005698005
